developer,total_games,avg_price_usd,avg_positive_review_percentage,total_reviews
非稳态物质-Unstable Matter,3,3.05,72.22,33
Seyloj,3,1.82,72.2,117
Pinokl Games,3,2.32,72.19,14921
BarCoffee Studio,3,0.93,72.17,131
GamersHype Productions,3,0.59,72.17,331
Phung Games,3,3.33,72.17,96
Smilegate,3,13.99,72.13,1387
Grey Gods,3,0.0,72.11,184
Parallel Studio,3,1.39,72.1,1405
WeVery,3,7.32,72.1,36
Deep Dive Project,3,1.09,72.02,39
Toxic Studio,3,2.76,72.0,458
ISVR,3,5.13,71.97,279
Hi-Rez Studios,3,0.0,71.93,11137
Nonadecimal Creative,3,6.79,71.92,841
Screambox Studio,3,8.33,71.91,847
Archimedes Nicholas Xia,3,1.46,71.87,89
Fantasize Games,3,4.86,71.85,1208
WoodenWolf,3,8.33,71.82,125
ComonGames,3,0.83,71.81,6953
Joyful Software,3,4.46,71.8,85
Toxic Dog,3,3.16,71.69,36438
Exquisite Games,3,6.32,71.67,338
Superstring,3,4.21,71.67,171
Where 游戏,3,3.32,71.67,50
Yolopia Ltd,3,6.66,71.67,16
Ironward,3,6.32,71.66,6037
Youshen Interactive,3,5.29,71.66,149
Studio Bidon Games,3,14.99,71.65,49
GAME FREAK inc.,3,9.97,71.63,1307
Rocketeer Games Studio,3,0.0,71.59,9141
Dark Sky Empire,3,0.99,71.56,69
concluse_dev,3,0.66,71.56,637
Krealit,3,1.03,71.53,2313
MrFatcat,3,4.31,71.48,45198
Sand Sailor Studio,3,12.91,71.44,9073
BigBread,3,3.66,71.43,112
cip,3,2.32,71.43,8
SP-time,3,5.04,71.42,2576
r0kee,3,0.54,71.37,112
Ancient Forge,3,10.74,71.36,7237
Lunar Chili,3,2.41,71.32,284
Chim Ruoi Games,3,0.82,71.29,78
Void Studios,3,1.66,71.2,244
Lost Rabbit Digital,3,2.1,71.17,22
Semyon Maximov,3,0.77,71.14,123
Theseus Games,3,2.58,71.12,146
Zoë Mode,3,1.66,71.12,1703
PersonaeGame Studio,3,15.82,71.11,5520
Sentinel Studios,3,2.07,71.11,53
Byte Barrel,3,5.86,71.04,6607
Kelsam,3,2.0,71.01,53
Days of Wonder,3,1.66,71.0,3391
Slikey Games,3,8.32,71.0,437
Deep Shadows,3,5.16,70.98,547
Zolden Games,3,3.49,70.94,232
Triority,3,0.0,70.9,38
Zeta bit,3,3.82,70.88,27
Frank Gallinsky,3,4.33,70.87,57
OneTwoPlay,3,3.16,70.86,222
Criterion Games,3,5.12,70.84,81209
Perk-Citron,3,1.09,70.84,41
Quentin Edel,3,2.99,70.84,7
darksciencelab,3,4.66,70.84,32
Final Boss Entertainment,3,13.32,70.83,628
Alien Cyber Coat,3,9.66,70.79,15
One Up Plus Entertainment,3,6.26,70.76,704
Correcture Games AB,3,3.16,70.75,40
Part Time Monkey,3,2.99,70.73,41
Quad Labs,3,1.16,70.7,157
Seaven Studio,3,2.22,70.64,922
Detalion Games S.A.,3,4.66,70.63,250
Minstrel Studio,3,2.32,70.63,141
SlinDev,3,1.66,70.63,62
The Secret Pie,3,2.09,70.63,163
Big Blue Studios,3,14.07,70.62,178
Yooper Game Studios LLC,3,5.66,70.59,43
Lycian Studio,3,4.22,70.58,167
AfoGames,3,3.29,70.57,39
Magic Cube,3,7.86,70.54,212
RaveGameDev,3,5.66,70.45,58
DNZY Games,3,0.61,70.41,243
Spicy,3,3.66,70.37,54
The Periodic Group,3,5.0,70.37,38
ConfoundGreatJob,3,0.82,70.36,53
Barracuda Disaster,3,0.0,70.26,76
Special Bit,3,3.99,70.25,50
Dupeyron,3,3.66,70.24,13
Cryptic Sea,3,6.42,70.19,3911
Light Era Studio,3,6.92,70.18,101
Chard,3,0.0,70.17,294
Nine Dots Studio,3,11.59,70.16,28753
Particle Systems Ltd.,3,3.12,70.14,103
Just L Studio,3,2.86,70.09,30
Puuba,3,3.12,70.08,564
EM Games,3,0.49,70.02,940
SkyRiver Studios,3,0.39,70.01,679
GrassGames,3,9.99,70.0,22
StopMountain Studio,3,2.56,70.0,30
White Rabbit Games,3,0.59,69.96,441
JMJ Interactive,3,2.78,69.89,411
Pixel Cattus,3,0.99,69.89,27
迟到的南雨亭,3,11.16,69.88,60
Racs Studio,3,0.0,69.84,73
Rachata Suksereekul,3,0.85,69.8,136
Interaction Ideas GmbH,3,0.79,69.77,89
Studio Wildcard,3,10.79,69.77,817857
DYNAMICNEXT,3,0.0,69.76,910
Immersive VR Education Ltd.,3,6.56,69.67,892
André Facchinetti,3,0.99,69.66,40
screwyman,3,1.49,69.64,37
Monte Cristo,3,0.82,69.58,467
Galaxy Gate,3,0.0,69.56,1624
Pixellore Inc,3,8.02,69.51,2047
Kheops Studio,3,1.39,69.5,1239
Most Wanted Entertainment,3,1.16,69.5,1209
Jani Penttinen,3,14.99,69.49,128
Upstream Arcade,3,5.82,69.45,2814
Adam Cs,3,1.11,69.44,18
Lucid Pixel,3,9.32,69.44,28
OKONNAYA RAMA,3,2.16,69.44,32
独立游戏Sun_Official,3,2.08,69.44,11
DM Media,3,1.07,69.37,229
Idle System,3,0.0,69.31,958
Monochrome,3,2.66,69.3,16137
Laush Studio,3,1.25,69.28,184
Pyrodactyl,3,7.99,69.27,538
Matt Workman,3,73.32,69.26,543
Seasonbean Team,3,1.49,69.23,26
VRUnicorns,3,2.99,69.23,144
WFS,3,0.0,69.17,1865
MOEKOUBOU,3,9.96,69.1,178
Alister Software,3,0.99,69.05,959
Amaury Hyde,3,0.64,69.03,60
Igor Krutov,3,0.55,69.03,1454
Himalaya Studios,3,1.74,69.02,278
REX PEX GAMES,3,0.69,69.02,370
PsychoRavens,3,3.66,68.94,771
LukasH,3,7.66,68.93,113
Michael Hicks,3,7.52,68.92,86
MADia Entertainment,3,0.99,68.84,257
Mi-Clos Studio,3,3.49,68.8,3253
Gaming-Apps.com,3,7.66,68.78,108
Ripstone,3,6.76,68.78,2884
Xyak-Xyak,3,0.72,68.78,261
CreaTeam,3,1.24,68.76,400
Nezon Production,3,4.99,68.67,7431
Mehan Games,3,13.22,68.65,1319
Venekamp Studios,3,10.99,68.65,38
DESTINYbit,3,7.16,68.62,3468
Ilex Games,3,5.66,68.54,2713
TickTock Games,3,1.98,68.53,2097
Zero Games Studios,3,7.16,68.52,54
roflinka games,3,0.86,68.52,30
Ruskija Game Experience,3,0.62,68.48,128
Uluni Games (Inh. Nils Wenzler),3,2.82,68.46,24
Wonder Games,3,10.99,68.35,173
Dazzling Divine,3,0.41,68.34,37
Hidden Path Entertainment,3,2.57,68.34,8327
Rubens Games,3,5.59,68.34,439
No Pest Productions,3,1.82,68.28,663
RLTY CHK,3,2.66,68.27,167
Demin Games,3,0.99,68.26,28
The Domaginarium,3,1.74,68.22,202
Kucki,3,4.19,68.14,140
Astralis Games,3,0.49,68.11,648
Ziggy Makes Games,3,1.39,68.11,78
Finish Line Games,3,4.66,68.08,2301
Mooneye Studios,3,29.99,68.03,5127
aDeCon Production,3,7.32,67.98,32
DigitalDNA Games,3,2.99,67.92,11179
OverPowered Team,3,5.02,67.92,313
AtomicTorch Studio,3,8.32,67.91,7142
10101 Software,3,0.0,67.85,56
ZAR 21,3,1.06,67.84,1074
Camex Games,3,0.0,67.83,115
Enki,3,9.99,67.83,1657
Stonepunk Studios,3,12.32,67.8,177
Petter Malmehed,3,0.5,67.79,67
Fishcow Studio,3,0.68,67.73,1866
Verbal Chambers,3,0.56,67.72,217
Avelar Studios,3,1.66,67.66,125
TUTGame,3,4.18,67.66,4078
SOGA Std,3,4.19,67.65,361
ValarFerys,3,5.02,67.65,22
No Bull Intentions,3,1.49,67.62,204
Tuesday Quest,3,5.05,67.61,99
Egutidze,3,0.59,67.58,182
Hitori De Productions,3,4.96,67.54,1241
Ludipe & Friends,3,2.12,67.52,97
SiBear Games,3,2.41,67.52,186
Travian Games GmbH,3,2.66,67.5,184
wozitdev,3,3.46,67.5,40
Jochen Heizmann,3,0.33,67.45,86
Valentware Games LTD,3,0.75,67.44,43
Ali Kaan BAŞHAN,3,0.66,67.42,31
Patrick Kelley,3,68.33,67.41,25
M11 Studio,3,2.09,67.33,463
Emre Şahin,3,4.16,67.31,62
Team Ryzal,3,0.99,67.31,70
Huy Phan,3,8.99,67.26,245
LilMemes Production,3,0.49,67.25,248
Woodland Games,3,4.49,67.23,2544
Bionic Pony,3,0.63,67.22,31
Raven Games,3,6.96,67.22,31
devotid,3,7.41,67.15,5729
AbstractArt,3,0.92,67.14,3997
Andrew Grbac,3,8.66,67.1,19
socah development,3,0.0,67.09,98
Akatsuki Games Inc.,3,7.46,67.07,4834
Grégory Joerger,3,0.59,66.95,44
Nick,3,2.0,66.91,225
Wild Monkey,3,2.22,66.9,454
Charyb Games,3,1.99,66.85,572
Mk-II,3,0.55,66.84,308
VARSAV Game Studios,3,8.07,66.81,1509
Nuno Donato,3,0.51,66.76,700
AQURIA Co.,3,10.66,66.72,9326
AvrillionArts,3,4.66,66.67,6
Blindsided Games,3,1.99,66.67,6
DIRECTOR'S CUT,3,2.02,66.67,9
DarkLordGame,3,2.19,66.67,19
Denda Games,3,3.35,66.67,3
Fountain Game Studio,3,9.99,66.67,21
Hexxx Game Studio,3,1.72,66.67,3
Inspiring Games,3,3.66,66.67,5
James Butler,3,0.33,66.67,3
Konnichiwa Games & Media,3,5.99,66.67,5
Magic Dragon Games,3,3.66,66.67,4
Mibli,3,0.0,66.67,18
One-Hand-Free Studios,3,1.69,66.67,6
Petal Sakura,3,0.66,66.67,3
Phoesion,3,5.66,66.67,37
RoundTable Games Studio,3,7.99,66.67,16
Samet MUMCU,3,4.32,66.67,5
Synthetic Forms,3,0.0,66.67,10
Tag 44/24,3,5.52,66.67,10
ZHANG LIDONG,3,1.99,66.67,5
Andrei Uvarov,3,2.32,66.66,4
JIYUTORISEI,3,1.76,66.66,14
Pedro Gilabert,3,0.0,66.66,16
Richard Letran,3,2.92,66.66,5
VArtStyleGames,3,9.32,66.66,5
Xcogames LLC,3,8.22,66.66,4
Vencious Games,3,1.66,66.55,586
Bashir ManliestDev Kashalo,3,7.32,66.52,597
me,3,0.99,66.51,36
Underbite Games,3,12.99,66.48,476
Waraní Studios,3,2.33,66.47,176
Lightning Man Media,3,2.99,66.46,635
Superstruct,3,0.0,66.46,112
SnowFlame,3,0.99,66.42,2590
Dima Fyuriy,3,0.33,66.39,66
Darius Bode,3,5.24,66.34,785
Hanabira,3,4.41,66.32,572
MS GAMES,3,8.96,66.32,2097
TDOG STUDIOS,3,2.02,66.32,25
Tommy Gun Walrus,3,2.76,66.19,24
Mixtor,3,0.62,66.11,32
Delirium Tremens Games,3,1.99,66.1,413
TopSkyGames,3,0.75,66.07,236
Twin Sails Interactive,3,4.09,66.07,1604
Drakkar Dev,3,4.57,66.06,474
Struct9,3,4.99,65.97,115
DL Softworks,3,0.58,65.92,4572
Madar Games,3,0.79,65.87,339
Yun Seven,3,5.62,65.87,21
Kekdot,3,2.99,65.85,627
8th Shore,3,9.32,65.81,95
EastFog Studios,3,1.92,65.8,647
Jason Rohrer,3,3.82,65.8,4883
Swamp Scarecrow Games,3,0.59,65.71,37
Triskell Interactive,3,5.31,65.71,5790
GridSky Software,3,6.42,65.67,142
Daisu Games,3,3.52,65.63,454
Circle Gyu,3,7.99,65.62,246
Slavomír Jurkovský,3,0.0,65.62,32
Fenous,3,0.49,65.61,53
AND GEAR,3,6.29,65.56,10
滑稽工作室,3,6.66,65.56,9566
Caro Builders,3,10.64,65.55,178
VRdevelopment,3,9.32,65.55,20
VS Entertaiment,3,1.39,65.55,14
Editmode,3,3.49,65.5,148
Haruneko Entertainment,3,1.49,65.49,1005
ELIOT,3,13.32,65.48,22
Igor Migun,3,0.5,65.44,161
Jugilus,3,8.32,65.37,105
Lightning Games,3,0.0,65.37,67
Ashnell Games,3,2.36,65.34,289
Code}{atch,3,5.82,65.33,18018
Jack Gloyens,3,5.99,65.32,45
Drakhar Studio,3,6.82,65.3,175
Nosebleed Interactive,3,5.82,65.27,1890
MV JPL,3,0.83,65.19,201
Mr. Nutz Studio,3,3.74,65.19,414
Esenthel,3,3.33,65.18,117
Martysh Oleksandr,3,6.32,65.13,32
Dlala Studios,3,9.59,65.12,2209
SureAI,3,9.99,65.12,85
Gattai Games,3,16.66,65.11,849
yayapipi,3,3.66,65.1,110
damian3k,3,0.59,65.0,144
Tokyo RPG Factory,3,13.16,64.94,2273
Ubisoft Romania,3,2.49,64.91,3833
Square Gem Software,3,5.66,64.87,38
Matrix Games,3,11.99,64.86,1125
Eternity Dev,3,1.86,64.81,18
Goober Games,3,4.33,64.8,41
Flynn's Arcade,3,1.72,64.77,489
Frozen Logic Studios,3,2.31,64.77,38
JOYCITY,3,3.33,64.75,12661
dorgel,3,5.19,64.75,91
Hut 90,3,0.96,64.7,57
市松製化,3,7.16,64.69,414
Shanghai huan zhen Info Tech Ltd,3,7.39,64.68,1626
KY XE,3,3.66,64.65,145
Nevercenter,3,11.8,64.63,128
Freeze Tag,3,5.34,64.57,99
Xaviant,3,7.66,64.57,20442
A Crowd of Monsters,3,3.01,64.5,1493
Bebop Games,3,5.66,64.44,712
做阴游的林某,3,2.32,64.44,15
AIONWARE LTD,3,11.71,64.42,153
BonusXP,3,6.66,64.38,328
Eren Aydin,3,0.69,64.36,948
Roy,3,4.66,64.34,167
NamaTakahashi,3,5.02,64.29,28
Obsessive Science Games,3,7.32,64.29,30
Rotech Digital Ltd,3,3.66,64.29,18
Octeto Studios,3,4.74,64.22,231
James Horn,3,3.32,64.2,75
Ravn Studio,3,16.32,64.14,371
UNICORE Games Studio,3,2.76,64.11,93
Cat In A Jar Games,3,0.0,64.1,399
MysteryTag,3,1.02,64.07,373
Berzah Games,3,3.99,64.05,600
CASGames,3,0.99,63.98,90
PinkPeachStudio,3,3.06,63.94,903
Realityocean Games,3,11.41,63.94,42
LbGamess,3,3.66,63.89,13
Key Realm Studios,3,9.32,63.8,59
Argus Games,3,3.33,63.78,452
ZeroByter Games,3,1.59,63.77,117
Shotgun with Glitters,3,1.72,63.76,196
Atapki,3,0.49,63.72,244
MeanAstronauts,3,4.89,63.66,967
Broken Bear Games,3,2.66,63.65,692
Epiphany Games,3,3.79,63.64,179
Infogrames Europe SA,3,6.16,63.64,40
Forestlight Games,3,2.89,63.52,332
Emprom Game,3,2.32,63.48,692
Tydecon Games,3,2.79,63.47,35
xHARDHeMPuS,3,1.8,63.46,73
Double Helix Games,3,5.82,63.41,8615
Jony Dev,3,2.19,63.35,85
SIEIDI Ltd,3,4.49,63.35,452
12x1 Doze Por Um Studio,3,0.0,63.34,14
Jether,3,0.75,63.34,39
Xeaker,3,9.41,63.34,8
Rogue Factor,3,11.32,63.27,10938
Anime squad,3,0.99,63.24,100
Big Bird Games,3,1.41,63.23,19
Arttu Tuovinen,3,0.0,63.13,86
TLR Games,3,1.16,63.1,154
CAGE Studios,3,4.36,63.07,558
Blacer Studio,3,1.46,63.04,56
Curious Studio,3,6.66,63.03,66
Start VR,3,2.66,62.98,98
Aratog LLC,3,0.16,62.97,467
Zenimax Online Studios,3,0.0,62.97,2446
HANNMADE Studios,3,0.92,62.96,34
Rubilaxe,3,1.16,62.96,11
Mysterytag,3,0.73,62.9,366
Energy Milk,3,6.66,62.79,141
Sinn Studio Inc.,3,15.66,62.72,695
i273 LLC,3,0.0,62.63,255
KATSU,3,3.99,62.62,51
Pixel Federation,3,1.66,62.58,2286
SOFTSTAR TECHNOLOGY(BEIJING)CO.LTD,3,4.81,62.54,353
Good Games,3,7.32,62.51,640
Azimuth team,3,0.82,62.5,6
Encore Software,3,33.32,62.5,12
Evgeny Petrov,3,0.49,62.5,62
Fun Workshop,3,3.06,62.5,14
Grey Sekiya,3,2.99,62.5,6
Napping Penguin,3,3.66,62.5,13
Sickhead Games,3,4.56,62.5,6
SoG,3,5.99,62.5,20
Wu Zhang,3,7.32,62.5,9
windfallsoft,3,11.66,62.5,6
DIGITAL ART TEAM,3,2.99,62.46,25
Destroyer Doggo,3,3.33,62.37,319
Polygon Dust Entertainment Ltd.,3,1.99,62.32,28
梵天游戏,3,0.0,62.31,728
Donuts Co. Ltd.,3,21.66,62.29,61
Parallax Arts Studio,3,1.42,62.28,269
Ground Control Studios,3,5.11,62.22,40
Holomia,3,0.66,62.12,58
Aterdux Entertainment,3,3.46,62.06,2136
Green Cube Games,3,1.99,62.04,41
Industry Games,3,0.3,62.03,4612
Eugene Zubko,3,2.52,62.02,3280
Vadd games,3,0.66,62.02,125
Calepin Studio,3,3.49,62.01,178
Reddoll Srl,3,1.46,62.01,245
GammaLateral,3,4.99,61.9,79
WeSummonDemons!,3,4.32,61.84,56
IL YA,3,0.0,61.64,232
Crystalia Games,3,8.33,61.61,207
PlazSoft,3,1.49,61.55,254
Uberbax Gaming,3,1.32,61.54,13
SDC Ventures,3,3.07,61.48,78
Invent4 Entertainment,3,1.06,61.44,16037
JDM4iK Games,3,0.49,61.41,5168
Lantana Games,3,8.32,61.34,57
DeanForge,3,6.32,61.3,134
Gamenergy studio,3,8.19,61.29,96
Little World Studio,3,0.94,61.28,129
EY-Studio,3,7.16,61.23,601
Frogdice,3,8.33,61.13,1380
Lcc,3,2.32,61.13,80
Peter Labick,3,0.33,61.12,109
Kaleido,3,6.66,61.11,46
MoonShine Games,3,12.99,61.11,8
Richard Bueno,3,0.99,61.11,47
藤札,3,3.99,61.08,43
Lindero Edutainment,3,1.0,61.07,40
Four Circle Interactive,3,1.52,61.04,4005
Statto Software,3,12.91,60.94,81
Spark Unlimited,3,11.9,60.9,7210
Kingdom Games,3,6.66,60.87,279
Mirage Interactive,3,5.66,60.87,60
nobodyshot,3,0.66,60.82,4202
RedRockGS,3,5.99,60.72,13
Studio Asgard Gaming,3,0.59,60.72,16
FrostFire,3,3.16,60.71,14
Vlad Dunaev,3,2.32,60.69,43
Blueplant Entertainment,3,0.99,60.65,105
Hardcore Studio,3,0.66,60.64,100
Ludact,3,5.82,60.63,21
NextDoorDev Games,3,0.66,60.61,14
Storm Trident S.A.,3,6.42,60.61,365
Hapiwaku,3,0.0,60.52,407
Alekseev,3,8.66,60.44,235
New State,3,5.32,60.42,92
Data Realms,3,10.66,60.35,6529
Obumo Games,3,1.66,60.3,31
OperaHouse Corporation,3,11.16,60.28,183
Sungift Games,3,3.32,60.28,232
NMY Mixed-Reality Communication GmbH,3,1.0,60.2,65
Deck13 Hamburg,3,3.99,60.17,2358
Noble Empire Corp.,3,0.0,60.13,19325
StormCube Games,3,3.99,60.09,766
Ironsun Studios,3,7.32,60.07,693
Snail Games USA,3,6.13,60.03,25096
E Marx,3,7.37,60.0,20
GC Studio,3,2.0,60.0,25
Huhi Games,3,2.02,60.0,10
Molance Games,3,3.62,60.0,7
Starlight Games,3,10.0,60.0,5
Z-Tech Studio,3,2.66,60.0,5
Vogelfänger,3,0.72,59.77,408
Binx.tv,3,0.99,59.72,34
MooCow Games,3,0.99,59.72,13
SourceIn Games,3,3.92,59.71,858
Jim Bame,3,1.0,59.65,40
Seraphim Creations,3,2.32,59.6,111
HUSH Interactive,3,1.93,59.58,1006
Blue Byte,3,5.66,59.49,18518
Kylotonn,3,2.31,59.44,2481
Talentless Person Games,3,2.32,59.44,27
Nic Schubert,3,5.0,59.41,32
EncoderX,3,0.91,59.35,192
Coin Operated Games,3,21.66,59.19,29
Indie Games Studio,3,0.49,59.18,296
Multiverse,3,3.0,59.18,838
SUPERLUMEN,3,3.66,59.14,189
The Light Sword Team,3,2.66,59.14,77
Clapperheads,3,4.58,59.1,2044
Martin Buck Software,3,8.32,59.09,26
Roastery Games,3,6.32,59.09,2102
Beast Of World,3,2.32,59.08,51
Centauri Production,3,3.19,59.08,512
Lunagames,3,2.32,59.07,130
Koalabs,3,3.69,59.06,168
Serious Tangents,3,3.99,59.05,37
GamerzDan,3,2.66,59.02,1960
AEL Entertainment,3,4.32,59.0,153
Dexied Games,3,0.83,59.0,55
The Game Forger,3,1.66,58.99,130
Xelphyre Games,3,10.66,58.98,22
JooGray videogames,3,1.26,58.95,32
Nodbrim Interactive,3,3.16,58.88,206
Artalasky,3,19.99,58.74,328
Tormentor Games,3,1.32,58.61,21
Corpix Games,3,0.99,58.55,400
Mad Labyrinth Studios LLC,3,0.65,58.46,682
Ares Dragonis,3,3.23,58.43,2358
KM Studios,3,1.32,58.36,84
Arational Entertainment,3,4.99,58.34,5
JMAA Games,3,5.99,58.34,30
Akky-06's Lab,3,1.99,58.33,12
Anomalybyte Studio,3,5.66,58.33,24
Mete Deniz,3,0.66,58.33,10
Nerdvision Games,3,7.32,58.33,9
NetDinamica,3,3.32,58.33,8
Space Sheep Gaming Ltd,3,4.99,58.33,10
Studio Night,3,2.99,58.33,8
Yakuentei,3,4.79,58.33,24
furiousDevPhoenix,3,0.69,58.33,8
Kamil Szczepanik,3,0.76,58.2,79
Icarus Games,3,5.07,58.16,202
MyDreamForever_Old,3,1.32,58.14,44
Free Initiative Games,3,0.0,58.1,229
Linked Dimensions,3,9.99,58.09,216
Retroware,3,8.82,57.99,166
Locomotivah,3,1.66,57.93,417
Lucid Sight,3,1.66,57.91,97
BINGOBELL,3,6.35,57.9,906
AL Games,3,0.49,57.78,14
Song Jun,3,21.66,57.78,9
Amfich,3,0.89,57.73,67
GoldFire Studios,3,7.5,57.72,653
Souluted Games,3,0.52,57.66,67
Reality Twist GmbH,3,1.99,57.61,573
Spark Plug Games,3,4.49,57.61,72
Toihaus,3,6.72,57.5,9
Indevelopment Productions,3,1.7,57.45,63
Wobbly Tooth,3,0.99,57.42,266
MGAME Corporation,3,0.0,57.41,506
Red Dev Studio S.A.,3,0.45,57.41,142
HyperKat Games,3,4.99,57.24,179
Dusk Wave Arts LLC,3,6.52,57.14,14
Happy Bat,3,5.32,57.14,17
Vera Polyachenko,3,0.84,57.14,7
Vivid Image,3,3.96,57.14,22
cybereality,3,0.0,57.14,14
超巨大战喵,3,4.87,57.14,7
Lory Games,3,1.33,57.03,886
Ant Design Games,3,1.26,56.87,23
Velvet Paradise Games,3,2.82,56.86,51
Tessera Studios,3,4.66,56.69,115
LIGHTWORKER GAMES,3,4.89,56.67,128
Michael Schade,3,0.0,56.63,150
Cankut Keskin,3,2.66,56.53,363
Raconteur Games,3,5.99,56.53,110
TakeThem.Games (Creative),3,1.14,56.46,44
Holystep Games,3,0.99,56.39,29
Phylliida,3,6.32,56.06,28
Super Games Studio,3,0.66,56.06,26
Ibis Games,3,0.59,56.04,142
Primitive Studio,3,0.51,56.04,210
The Moonwalls,3,4.93,56.02,255
Wildlak,3,10.66,55.94,103
SharkGame,3,2.49,55.91,481
pheenix93,3,1.99,55.71,332
On The Level Game Studios,3,0.92,55.7,337
5dims Inc.,3,14.32,55.66,54
Machine 22,3,13.32,55.61,639
Metal Fox,3,0.49,55.59,99
Kipsaim(Mike) Delgado,3,8.66,55.56,11
Lama glama Game Company,3,2.32,55.56,5
RPG Adventures Team,3,1.0,55.56,104
River Way Studios,3,1.79,55.52,47
Subaltern Games,3,6.66,55.52,103
Pablo Vidaurre Sanz,3,4.99,55.47,750
Groove Jones LLC,3,4.33,55.42,52
Raciebug,3,0.62,55.41,98
Semi Sağlam,3,0.49,55.36,108
AQGames,3,0.79,55.14,76
MMM,3,0.26,55.08,23
PSR Outdoors,3,11.32,55.0,24
N-Game Studios,3,1.19,54.99,511
Ethereal Darkness Interactive,3,1.39,54.96,101
Ackk Studios,3,3.33,54.84,1346
Fly Dream Dev,3,3.84,54.84,109
Ani4Bio Animated,3,3.99,54.77,10
DCG Entertainment,3,3.26,54.77,50
NARAENC,3,8.66,54.77,37
Danicy,3,1.01,54.72,46
Depiction Games,3,9.59,54.55,11
Strata Mixed Reality,3,19.98,54.32,49
Yasha,3,2.66,54.23,95
Fei,3,11.32,54.19,111
GenemesicX,3,2.66,53.96,75
Strong Cube,3,0.0,53.94,80
Sapphire Create.,3,0.33,53.93,60
Twisted Universe,3,0.99,53.85,45
EasyGames,3,0.89,53.83,386
Stonehill Games,3,2.06,53.78,50
Viva Games,3,15.32,53.74,200
Mikhail Melnikov,3,0.49,53.6,392
Max Neet Games,3,4.16,53.57,9
InImages,3,6.32,53.55,421
Gyro-Games Inc.,3,9.99,53.53,71
Janner,3,3.99,53.53,86
Raynmakyr,3,6.79,53.52,172
Nimble Giant Entertainment,3,6.66,53.38,4956
Ahsin Memon,3,0.0,53.33,20
Özgün BURSALIOĞLU,3,2.32,53.33,15
CapPlay Interactive Inc.,3,1.99,53.3,125
piratecat games,3,1.44,53.28,700
Red Iron Labs,3,2.66,53.25,35
Ithiro Sumi,3,5.99,53.23,443
Adaptive Game,3,7.66,52.98,39
Biscuit Play,3,0.72,52.96,59
Little Orbit,3,10.0,52.79,44891
Unicorn Games Studio,3,0.84,52.76,399
ONUR GENCAY GÖKÇE,3,2.19,52.66,67
Emotion Studio,3,1.16,52.65,359
Konsordo,3,3.99,52.63,4544
Next Generation Gaming,3,4.09,52.59,61
Poroshin Develop,3,3.92,52.58,64
Team 21 Studio,3,3.66,52.54,218
NAGINATA SOFT,3,5.69,52.5,46
Black Stairs Games,3,1.99,52.49,92
SZEINER,3,10.32,52.48,133
TAS Systems Corp,3,14.99,52.44,86
Blob Lab,3,8.16,52.38,11
Clock in dream,3,0.64,52.38,19
Shanghai ThinkingBear Network Technology Co.,3,10.32,52.38,25
Fredaikis AB,3,5.0,52.28,34425
Daimen Gaming,3,1.32,52.22,17
Bigmoon Entertainment,3,4.33,52.2,5277
VI GAMES LLC,3,0.33,52.03,229
Twistplay,3,10.66,51.87,74
Orange Blossom,3,0.92,51.81,39
Kiz Studios,3,0.0,51.65,375
Sandra Moen,3,5.76,51.55,78
Zero Sum Games,3,19.99,51.5,3706
Atum Software,3,0.65,51.48,463
Chaos Theory Studios Ltd.,3,7.32,51.39,24
Daniel Henriques,3,1.64,51.39,14
MikeTheTech,3,9.99,51.39,22
A2 Game Studio,3,0.78,51.3,294
John's Project,3,0.82,51.28,37
momoStorm Entertainment,3,1.66,51.21,1441
Daybreak Game Company,3,0.0,51.13,208454
Last Day Of Work,3,2.66,51.13,625
Fivesyounger Development,3,3.99,51.11,33
Albireo Games,3,1.32,51.01,99
Sengkala Dev,3,4.74,50.98,23
Wild Monkeygames,3,0.99,50.95,29
Mardonpol Inc.,3,13.32,50.84,1476
KreizLand Games,3,7.49,50.71,118
Sunday Akor,3,2.33,50.64,45
东风吹,3,5.66,50.64,73
Tiburon,3,32.66,50.58,12862
Grey Wolf Entertainment,3,8.02,50.55,671
PlayWay S.A.,3,7.45,50.53,5835
Bleeding Edge Studio,3,4.16,50.38,55
黑白牛游戏,3,7.32,50.38,48
Classic Game Software,3,0.69,50.35,170
Systemsoft beta,3,50.66,50.31,112
Cyanide,3,13.66,50.3,324
Crenetic,3,9.57,50.29,6018
Indie Game Group,3,0.72,50.25,2895
Aatlantis Code,3,1.86,50.22,98
ARANJA GAMES,3,0.66,50.0,4
Aerilys,3,5.99,50.0,8
Alestore Inc.,3,1.33,50.0,4
Anarky Games,3,2.66,50.0,6
Andreas Otten,3,0.99,50.0,3
Andrew Simon,3,1.49,50.0,5
Blitzwood,3,4.49,50.0,6
Brave Giant,3,1.62,50.0,6
DaWenYu,3,2.99,50.0,4
Eric Behme,3,2.49,50.0,2
Fury Games Pty Ltd,3,0.66,50.0,2
Gameaki,3,1.66,50.0,5
Gaming Limited,3,26.66,50.0,4
Giftzwerg Games,3,1.16,50.0,6
Goodline Games,3,9.32,50.0,16
House of Mallows,3,3.32,50.0,4
IOFiction LLC,3,1.89,50.0,2
InterServ International,3,6.32,50.0,20
IslandWare,3,5.33,50.0,8
Jeddead,3,4.89,50.0,3
Jordan Rott,3,0.95,50.0,5
Killbug Studio,3,3.99,50.0,2
